filename,width,height,class,xmin,ymin,xmax,ymax
frame_3358_jpg.rf.3d6a71074463330aa630f14a585936b3.jpg,640,640,Car,150,420,304,565
frame_3358_jpg.rf.3d6a71074463330aa630f14a585936b3.jpg,640,640,Car,260,298,351,358
frame_3358_jpg.rf.3d6a71074463330aa630f14a585936b3.jpg,640,640,Car,21,290,126,360
frame_3358_jpg.rf.3d6a71074463330aa630f14a585936b3.jpg,640,640,Car,132,215,205,253
frame_3358_jpg.rf.3d6a71074463330aa630f14a585936b3.jpg,640,640,Motorcycle,255,189,279,229
frame_3358_jpg.rf.3d6a71074463330aa630f14a585936b3.jpg,640,640,Motorcycle,212,189,237,226
frame_3358_jpg.rf.3d6a71074463330aa630f14a585936b3.jpg,640,640,Car,461,167,493,191
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,265,529,313,632
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,183,436,225,506
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,155,369,192,425
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,298,345,323,385
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,245,320,271,360
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,196,301,220,335
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,240,280,259,309
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,292,292,312,327
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,273,254,288,280
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,248,261,266,284
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,284,241,298,261
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,62,261,91,293
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,117,232,139,263
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,103,223,124,247
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,153,212,168,232
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Truck,274,210,289,235
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Motorcycle,308,242,315,267
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Pickup,301,226,312,243
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Motorcycle,301,216,306,231
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,255,234,267,254
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,255,224,267,237
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,271,231,283,249
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Pickup,321,190,329,208
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,337,213,346,227
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,334,187,342,197
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,309,188,316,198
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Pickup,316,176,323,188
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,330,184,336,195
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,337,180,342,187
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,347,176,352,184
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,309,183,315,190
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,337,172,343,180
frame_4391_jpg.rf.3b179165c9b8e9852698d5f8ca0c93d0.jpg,640,640,Car,281,174,286,181
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,195,328,222,371
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,125,296,152,332
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,213,255,231,278
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,233,262,249,287
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,248,248,262,268
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,235,239,249,259
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Pickup,244,220,256,246
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,146,427,189,501
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,80,417,131,499
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,16,421,75,494
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,444,438,501,507
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,506,357,547,402
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,449,310,478,344
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,438,318,449,350
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,399,316,421,351
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,376,321,401,354
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,356,294,375,322
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,351,269,367,291
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,393,268,409,291
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Pickup,375,244,388,266
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,356,247,368,264
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,343,239,353,254
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,360,235,369,247
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,262,217,271,228
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,275,221,284,233
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,357,219,365,231
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,344,225,353,239
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,363,210,369,219
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,351,202,357,210
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Motorcycle,397,245,403,265
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,277,203,285,215
frame_8721_jpg.rf.3db9b0731c065dec0e4791a904795444.jpg,640,640,Car,296,201,302,211
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,492,478,589,586
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,544,344,602,400
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,457,272,491,316
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Pickup,378,275,413,329
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,412,275,427,319
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Motorcycle,543,306,560,352
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Motorcycle,415,213,422,243
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Motorcycle,405,200,412,221
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,372,209,388,234
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,344,182,354,200
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,361,183,371,201
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Pickup,349,202,362,227
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,375,176,386,194
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,382,169,392,184
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,362,168,370,182
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Pickup,126,309,167,377
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Motorcycle,90,266,102,306
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,128,218,152,249
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,214,232,233,267
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,236,198,253,223
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,237,182,250,200
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Motorcycle,193,181,200,204
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Motorcycle,168,195,175,217
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Pickup,221,166,236,195
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Bus,279,158,293,200
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,268,167,279,187
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,258,165,268,180
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,239,165,250,180
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,251,157,260,169
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,265,159,273,168
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,254,149,263,158
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Motorcycle,250,153,253,165
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Motorcycle,274,148,278,158
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,268,146,274,157
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,279,149,287,160
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,276,143,284,151
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,281,138,287,147
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,295,142,301,152
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,343,166,352,179
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,367,157,375,169
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,360,152,367,164
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,348,150,355,162
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,350,141,355,149
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,358,145,364,154
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Motorcycle,381,148,384,158
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Motorcycle,379,143,382,153
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,367,148,374,157
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Pickup,378,157,386,173
frame_1025_jpg.rf.40d00e4d5e810e82cfec925b8a2fe152.jpg,640,640,Car,405,174,417,189
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,36,458,106,559
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,436,439,496,520
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,552,500,637,593
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,579,405,640,488
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,84,322,119,377
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,388,357,421,409
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,169,294,194,334
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,358,304,381,340
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,141,275,164,302
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Pickup,190,234,210,274
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Pickup,226,256,244,283
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,216,281,236,310
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,233,237,245,255
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,260,231,271,248
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,258,218,267,231
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,251,211,261,225
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,267,213,276,225
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,273,205,282,216
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Motorcycle,281,195,285,206
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Motorcycle,261,220,266,232
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,380,293,400,321
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,368,272,385,295
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,342,265,357,287
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,339,250,352,266
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,342,218,351,231
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,340,235,350,250
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,377,257,392,278
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,392,251,404,269
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,402,277,421,303
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,409,253,423,272
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Motorcycle,406,237,412,256
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Motorcycle,434,275,440,306
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,390,241,402,255
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Truck,371,221,386,254
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,359,222,367,236
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Pickup,367,206,374,218
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,376,209,382,220
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,354,208,362,221
frame_7577_jpg.rf.400871f1e262b5c7a4b4637088840cdc.jpg,640,640,Car,388,207,397,217
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,212,435,257,502
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,208,346,238,389
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,165,343,197,379
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,217,302,240,335
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,209,279,231,309
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,231,260,249,285
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,256,276,273,304
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,277,286,295,315
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,308,292,327,323
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,299,264,313,289
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,290,244,303,265
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,267,236,281,257
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,245,240,259,258
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,287,221,298,236
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,325,219,333,235
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,312,221,321,236
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,295,210,305,222
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,310,205,319,219
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,323,205,330,219
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Pickup,310,240,324,271
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Pickup,274,208,284,229
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Motorcycle,313,232,319,241
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Motorcycle,338,202,342,215
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Motorcycle,335,196,338,206
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Motorcycle,340,191,343,201
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,297,201,304,211
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,310,198,317,209
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,345,186,351,194
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,168,218,183,234
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,138,212,154,229
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,135,232,154,251
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,107,246,130,271
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,79,229,101,249
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,64,264,94,292
frame_0826_jpg.rf.430664151d4302c34f9cffe920ac34c4.jpg,640,640,Car,0,269,28,305
frame_1110_jpg.rf.4329d1bcde4d1dda28dd91370ead6f08.jpg,640,640,Car,205,123,299,162
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,235,407,273,490
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,102,482,169,589
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,164,350,204,413
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Pickup,269,308,292,350
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Motorcycle,365,567,395,640
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,306,359,330,407
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,310,295,328,324
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,266,251,280,274
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,242,288,261,318
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,218,279,236,306
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,299,204,307,215
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,318,209,326,221
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Motorcycle,331,220,335,235
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Motorcycle,330,208,334,222
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,9,297,46,335
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,88,260,114,288
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,74,241,97,266
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,37,244,66,269
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,6,259,35,288
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,0,250,12,273
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,139,237,159,256
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Car,172,224,187,240
frame_1162_jpg.rf.4511843b83eb449d603c08ee7f701a97.jpg,640,640,Pickup,174,202,191,225
frame_9130_jpg.rf.43a2d3994183091cf696412eb2483c2e.jpg,640,640,Car,204,182,307,231
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,243,418,284,481
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,313,452,358,522
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,89,465,145,542
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,208,357,239,409
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,214,306,239,345
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Pickup,301,341,330,410
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,310,286,326,313
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Motorcycle,282,301,291,334
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Pickup,158,493,214,593
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Pickup,217,269,236,305
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,261,248,275,269
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,292,265,307,290
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,289,238,302,256
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,265,227,277,243
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,308,229,319,245
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,273,218,282,231
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,276,211,286,223
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,289,218,299,230
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,289,210,298,219
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,300,207,308,218
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,311,219,319,232
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,314,209,322,220
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,311,204,317,215
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Pickup,316,195,324,211
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,309,192,315,202
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Motorcycle,328,219,333,234
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Motorcycle,326,206,330,221
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,323,197,330,207
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,325,188,332,196
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,318,187,323,195
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,341,185,346,194
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,334,184,339,193
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,171,218,185,234
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,155,214,170,232
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,135,208,150,224
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,135,233,154,254
frame_0725_jpg.rf.47dda94b1ae3d1c9dac287942b0dba0f.jpg,640,640,Car,110,228,130,249
